types,開催年度
types,開催予定
types,部署名
types,選択式
types,連絡先電話番号
types,連絡先メールアドレス
types,識別番号
types,詳細情報
types,評定項目値
types,評定項目
types,評定閲覧
types,評定書
types,評定情報
types,複数企業
types,自己評価入力
types,自己評価
types,職階
types,総合評価
types,確定フラグ
types,注意事項
types,氏名
types,本学向け
types,最初
types,教員
types,担当者情報
types,担当者名
types,担当者id
types,担当者
types,担当年度
types,当該年度
types,当該学生
types,当該インターンシップ参加学生
types,年度別一覧
types,年度
types,実施開始日
types,実施終了日
types,実施日数
types,実施日
types,学籍番号
types,学生順
types,学生登録
types,学生氏名
types,学生毎
types,学生情報
types,学生id
types,学生
types,固有
types,各実施日
types,反省的態度
types,反省点
types,参加決定者
types,参加決定学生
types,参加学生決定
types,参加エントリ
types,参加インターンシップ情報閲覧
types,勤務態度
types,勤務内容理解
types,勤務内容
types,企業順
types,企業担当者連絡先電話番号
types,企業担当者登録
types,企業担当者名
types,企業担当者id
types,企業担当者
types,企業名
types,企業id
types,企業
types,事前準備状況
types,予定実施日数
types,予定実施日
types,一覧項目
types,ログインid
types,ログイン
types,ユーザ認証
types,ユーザid
types,メールアドレス
types,パスワード変更
types,パスワード
types,ソート
types,セキュリティ確保
types,システム要求仕様
types,コミュニケーション
types,エントリ登録
types,エントリ
types,インターンシップ詳細登録
types,インターンシップ評定情報
types,インターンシップ登録
types,インターンシップ情報
types,インターンシップ名
types,インターンシップ参加決定学生閲覧
types,インターンシップ参加学生
types,インターンシップエントリ情報
types,インターンシップエントリ学生閲覧
types,インターンシップid
types,インターンシップ
types,アドバイス参照
types,アドバイス入力
types,password
